Age,Salary,Department,Experience,Satisfaction,Gender
,91169.0,Engineering,,3,Male
22.0,53470.0,Engineering,19.0,2,Female
46.0,140684.0,Engineering,28.0,1,Male
,89821.0,Marketing,17.0,1,Female
55.0,116669.0,HR,28.0,4,Male
36.0,148193.0,Marketing,19.0,2,Male
25.0,74435.0,Marketing,5.0,5,Male
65.0,34529.0,Marketing,,2,Male
,113055.0,Sales,20.0,2,Female
,42192.0,Sales,13.0,1,Female
39.0,104102.0,Marketing,13.0,4,Male
69.0,102762.0,HR,11.0,4,Male
34.0,133466.0,Marketing,11.0,2,Female
24.0,144894.0,Engineering,,2,Male
42.0,,Sales,15.0,3,Male
,64087.0,Sales,17.0,1,Female
21.0,96677.0,Marketing,22.0,5,Male
53.0,,Marketing,18.0,5,Male
,86541.0,HR,28.0,4,Female
48.0,142805.0,HR,19.0,1,Male
36.0,,Engineering,4.0,4,Female
,,Marketing,22.0,5,Female
56.0,,Marketing,22.0,2,Female
44.0,87433.0,Marketing,,1,Female
27.0,35213.0,Sales,5.0,1,Male
43.0,,Engineering,7.0,3,Female
36.0,49404.0,HR,2.0,2,Female
56.0,146545.0,Sales,,2,Male
20.0,55380.0,Sales,12.0,4,Female
62.0,121056.0,Sales,,1,Male
30.0,,Sales,8.0,4,Female
67.0,,Engineering,1.0,2,Female
45.0,53989.0,Marketing,12.0,3,Female
37.0,138106.0,HR,,1,Female
45.0,54519.0,HR,27.0,2,Male
,52439.0,Sales,28.0,3,Male
58.0,148570.0,Sales,10.0,5,Male
56.0,106949.0,Engineering,22.0,2,Female
18.0,44995.0,Sales,17.0,5,Female
20.0,53559.0,HR,26.0,4,Female
30.0,140887.0,HR,3.0,5,Male
,119049.0,Marketing,,2,Female
66.0,35021.0,Marketing,12.0,5,Male
,128000.0,HR,8.0,1,Male
50.0,51119.0,HR,20.0,2,Male
,81539.0,Engineering,12.0,3,Female
23.0,,Engineering,,5,Female
61.0,69350.0,HR,17.0,1,Female
62.0,76223.0,Sales,28.0,4,Female
49.0,55517.0,Marketing,9.0,4,Male
,108653.0,HR,10.0,5,Male
,52250.0,Sales,22.0,4,Female
38.0,,HR,6.0,3,Female
33.0,112895.0,Marketing,25.0,2,Female
38.0,119132.0,Marketing,1.0,1,Male
28.0,121066.0,Engineering,22.0,5,Female
54.0,96798.0,Engineering,,4,Male
,84199.0,Engineering,5.0,2,Male
,89546.0,Engineering,13.0,3,Male
,135686.0,Marketing,,4,Male
37.0,118151.0,Sales,15.0,4,Male
35.0,,Sales,22.0,1,Male
64.0,,Sales,11.0,3,Male
,94418.0,HR,,3,Female
66.0,124386.0,Engineering,5.0,5,Female
31.0,146947.0,Engineering,2.0,1,Female
,,Marketing,12.0,5,Male
48.0,145945.0,Marketing,28.0,1,Male
18.0,112384.0,HR,2.0,3,Female
20.0,76830.0,HR,26.0,1,Male
,,Sales,,1,Male
40.0,135078.0,Marketing,21.0,1,Male
28.0,45160.0,Engineering,3.0,2,Male
29.0,,Sales,10.0,2,Male
,63998.0,Engineering,,3,Male
49.0,57230.0,Sales,,1,Male
33.0,39076.0,Engineering,7.0,3,Male
,99341.0,HR,1.0,2,Male
,,Sales,,1,Male
,85571.0,Engineering,,5,Male
41.0,,Engineering,28.0,2,Male
,35750.0,Marketing,,2,Female
25.0,143931.0,Sales,16.0,2,Male
45.0,108768.0,Engineering,25.0,1,Male
53.0,148544.0,Marketing,4.0,4,Female
43.0,65903.0,Engineering,17.0,5,Female
25.0,,Sales,24.0,5,Female
67.0,62093.0,HR,,3,Male
45.0,121036.0,Sales,2.0,1,Male
45.0,117954.0,Sales,12.0,2,Female
54.0,149277.0,Engineering,1.0,4,Female
58.0,64314.0,Engineering,12.0,1,Female
,78225.0,Sales,12.0,1,Male
,117985.0,Marketing,12.0,4,Male
34.0,113014.0,Marketing,19.0,2,Female
,65179.0,Marketing,25.0,1,Male
50.0,,Engineering,17.0,5,Male
37.0,142417.0,Engineering,,5,Female
30.0,55338.0,Sales,,4,Female
,122435.0,HR,24.0,2,Female
65.0,99681.0,Engineering,26.0,4,Male
46.0,62101.0,Sales,28.0,1,Male
30.0,32775.0,Sales,11.0,5,Male
63.0,141497.0,HR,13.0,3,Male
52.0,127183.0,Marketing,27.0,4,Male
23.0,75619.0,Sales,8.0,3,Female
35.0,,Sales,10.0,3,Male
68.0,49539.0,Sales,,5,Male
,,Marketing,,4,Female
64.0,87124.0,Marketing,8.0,3,Female
42.0,95149.0,HR,,1,Female
19.0,56616.0,Engineering,7.0,2,Female
27.0,109655.0,Marketing,14.0,2,Male
,120695.0,Engineering,28.0,5,Male
67.0,,Engineering,,4,Female
62.0,,Marketing,25.0,4,Male
22.0,105831.0,Sales,11.0,2,Female
,130246.0,HR,8.0,1,Male
18.0,91799.0,Engineering,13.0,2,Male
35.0,120221.0,Sales,21.0,2,Male
49.0,,Marketing,15.0,4,Female
64.0,55479.0,Engineering,28.0,3,Female
,76172.0,Engineering,3.0,1,Male
28.0,129165.0,Engineering,23.0,4,Male
38.0,85863.0,Sales,14.0,2,Female
43.0,72043.0,Sales,,3,Female
42.0,112569.0,Sales,2.0,1,Male
39.0,132438.0,Engineering,,5,Male
44.0,140107.0,Engineering,,1,Female
66.0,45408.0,HR,12.0,1,Male
30.0,87980.0,HR,25.0,2,Female
,112956.0,Sales,20.0,2,Female
51.0,46351.0,Sales,4.0,5,Male
,34131.0,Marketing,,5,Male
52.0,146836.0,Sales,5.0,5,Male
18.0,74825.0,HR,3.0,4,Female
38.0,41349.0,HR,25.0,4,Female
65.0,90931.0,HR,15.0,2,Female
23.0,,Engineering,,2,Male
45.0,68225.0,Engineering,2.0,5,Male
34.0,134383.0,Sales,12.0,4,Female
22.0,42453.0,Marketing,,3,Female
48.0,48814.0,Marketing,,4,Male
22.0,48263.0,Marketing,17.0,2,Female
55.0,,Engineering,14.0,4,Male
20.0,45735.0,HR,28.0,2,Male
40.0,45830.0,HR,27.0,5,Female
54.0,77893.0,Engineering,22.0,5,Female
,74673.0,Marketing,10.0,5,Female
27.0,119462.0,Marketing,3.0,3,Female
27.0,75066.0,Sales,,3,Female
36.0,130315.0,Sales,6.0,2,Male
34.0,33373.0,Marketing,24.0,1,Female
,40335.0,Engineering,25.0,3,Male
,53741.0,Marketing,22.0,2,Female
26.0,,Sales,16.0,4,Female
63.0,77295.0,Marketing,7.0,5,Female
18.0,75541.0,Engineering,15.0,5,Female
68.0,64057.0,HR,21.0,5,Female
62.0,,Engineering,28.0,2,Female
30.0,,Engineering,25.0,5,Male
21.0,52765.0,Sales,20.0,3,Female
18.0,89287.0,Engineering,26.0,4,Female
66.0,53906.0,Engineering,11.0,5,Female
57.0,115103.0,Sales,22.0,2,Female
49.0,,Sales,,4,Male
51.0,76525.0,HR,1.0,5,Male
45.0,,Marketing,,1,Male
48.0,147904.0,Engineering,13.0,5,Male
,49520.0,Sales,21.0,3,Male
56.0,115238.0,HR,14.0,4,Male
43.0,81934.0,Marketing,9.0,3,Female
51.0,55566.0,Sales,17.0,1,Female
20.0,103193.0,Marketing,15.0,1,Male
67.0,133224.0,Marketing,21.0,3,Female
29.0,60134.0,Engineering,,4,Female
,40345.0,Engineering,27.0,1,Female
61.0,,Sales,,1,Female
22.0,145464.0,Marketing,22.0,5,Female
47.0,122949.0,Sales,12.0,2,Male
47.0,100744.0,Sales,,1,Male
34.0,63455.0,Marketing,6.0,4,Male
65.0,145217.0,Sales,,4,Male
64.0,,Marketing,16.0,5,Male
40.0,84219.0,Marketing,26.0,4,Male
32.0,75991.0,Marketing,5.0,5,Female
,103616.0,Marketing,9.0,1,Male
38.0,117438.0,HR,14.0,1,Female
31.0,146841.0,Marketing,,1,Female
19.0,39486.0,Engineering,14.0,1,Male
28.0,68862.0,Engineering,12.0,2,Male
68.0,,Engineering,,2,Male
56.0,116694.0,Marketing,20.0,1,Female
55.0,135996.0,Engineering,20.0,4,Male
51.0,73856.0,HR,26.0,5,Male
55.0,131407.0,Sales,21.0,3,Male
67.0,,Marketing,13.0,5,Female
51.0,,Engineering,29.0,3,Male
,61379.0,HR,19.0,3,Male
47.0,94729.0,Sales,15.0,1,Female
32.0,58378.0,HR,8.0,3,Female
44.0,135428.0,Engineering,23.0,1,Female
68.0,84353.0,HR,21.0,2,Male
51.0,79996.0,Sales,10.0,4,Male
69.0,,Engineering,,3,Female
55.0,110072.0,Sales,,4,Male
50.0,95982.0,HR,3.0,1,Female
41.0,66683.0,Marketing,26.0,3,Female
,,Marketing,,5,Female
47.0,147797.0,Marketing,16.0,2,Female
59.0,47618.0,Marketing,17.0,2,Female
68.0,36587.0,Sales,,3,Male
34.0,92790.0,Marketing,26.0,2,Male
22.0,61480.0,Sales,20.0,5,Male
46.0,,Engineering,20.0,4,Male
21.0,,Marketing,16.0,5,Female
27.0,53569.0,Sales,24.0,2,Male
34.0,,Marketing,2.0,4,Female
27.0,101094.0,Marketing,20.0,5,Female
34.0,89174.0,Marketing,15.0,1,Male
37.0,,Sales,18.0,1,Male
41.0,62954.0,HR,1.0,4,Female
22.0,142984.0,Marketing,26.0,4,Male
51.0,142863.0,Marketing,29.0,4,Male
23.0,139373.0,Engineering,29.0,1,Male
19.0,65303.0,HR,19.0,5,Male
30.0,,Sales,12.0,4,Female
,123036.0,Engineering,8.0,1,Female
60.0,97568.0,Marketing,6.0,4,Male
65.0,96788.0,Engineering,12.0,4,Female
28.0,101045.0,Engineering,7.0,4,Female
,67842.0,Marketing,18.0,1,Male
64.0,43900.0,HR,22.0,5,Male
40.0,110059.0,HR,,1,Female
,31881.0,Engineering,8.0,1,Female
48.0,63037.0,Marketing,24.0,4,Female
28.0,31630.0,Sales,20.0,3,Male
,50789.0,Engineering,22.0,3,Female
,118059.0,Sales,,3,Female
21.0,113494.0,Engineering,5.0,1,Male
57.0,,Engineering,9.0,4,Female
21.0,78920.0,Marketing,8.0,3,Male
42.0,139388.0,Marketing,2.0,2,Male
20.0,,Sales,,2,Female
49.0,147946.0,Sales,,2,Male
,110357.0,HR,13.0,5,Male
44.0,,Marketing,7.0,4,Female
46.0,96981.0,Engineering,16.0,1,Male
49.0,111972.0,Engineering,7.0,1,Female
67.0,105485.0,HR,27.0,4,Male
68.0,,Marketing,14.0,5,Male
36.0,119499.0,Engineering,14.0,4,Female
,,HR,12.0,5,Female
22.0,59932.0,HR,,3,Female
35.0,36901.0,Engineering,1.0,3,Male
45.0,147473.0,Engineering,12.0,5,Female
59.0,129023.0,Sales,20.0,4,Male
39.0,38597.0,Marketing,21.0,3,Female
38.0,,Sales,15.0,4,Male
23.0,102391.0,HR,4.0,3,Female
18.0,,Engineering,7.0,4,Male
22.0,38263.0,Sales,,4,Female
58.0,93293.0,HR,,2,Male
29.0,142824.0,Marketing,7.0,5,Male
43.0,,Engineering,29.0,1,Male
63.0,121679.0,Sales,,5,Male
51.0,41874.0,Marketing,22.0,4,Female
,123065.0,Sales,6.0,4,Male
31.0,116402.0,HR,16.0,5,Female
43.0,44079.0,Marketing,24.0,4,Male
,79850.0,Sales,8.0,3,Female
44.0,102779.0,Marketing,23.0,4,Male
26.0,125408.0,HR,22.0,5,Male
43.0,39018.0,Marketing,6.0,5,Female
,79500.0,Sales,,5,Female
39.0,42100.0,HR,16.0,2,Male
64.0,,Engineering,11.0,2,Female
47.0,144995.0,Sales,13.0,2,Female
60.0,,Sales,29.0,2,Female
65.0,93400.0,HR,,2,Male
34.0,122446.0,HR,24.0,2,Female
43.0,59437.0,Engineering,,2,Male
53.0,133124.0,Sales,21.0,5,Female
18.0,106537.0,HR,19.0,1,Female
,76675.0,Engineering,12.0,2,Male
,,Engineering,,5,Female
52.0,50862.0,HR,,1,Female
69.0,41669.0,Sales,,2,Female
32.0,83772.0,Marketing,18.0,1,Female
64.0,45916.0,Marketing,13.0,1,Female
39.0,40878.0,Engineering,7.0,3,Female
31.0,32985.0,Marketing,23.0,4,Female
43.0,127905.0,Marketing,13.0,3,Male
45.0,103648.0,HR,21.0,1,Male
,,Engineering,8.0,5,Male
31.0,48931.0,Sales,21.0,2,Male
41.0,122876.0,Engineering,17.0,4,Male
19.0,30336.0,HR,9.0,2,Female
62.0,72933.0,Marketing,20.0,5,Male
43.0,114899.0,Sales,13.0,4,Male
,75536.0,Engineering,2.0,3,Female
68.0,99504.0,Marketing,4.0,1,Male
24.0,129214.0,Engineering,,5,Female
20.0,81148.0,Sales,25.0,1,Female
64.0,143936.0,Engineering,,1,Male
40.0,,Engineering,4.0,2,Male
,,Engineering,18.0,5,Female
60.0,,Marketing,,1,Female
,134433.0,Sales,19.0,3,Male
62.0,101386.0,Sales,10.0,4,Female
35.0,116124.0,Marketing,18.0,5,Male
,,Marketing,25.0,2,Male
52.0,,Marketing,21.0,5,Male
68.0,104055.0,HR,10.0,2,Male
32.0,121911.0,Engineering,5.0,4,Female
42.0,128618.0,Engineering,,3,Female
54.0,,Sales,22.0,1,Male
45.0,,Engineering,,5,Male
27.0,106474.0,HR,23.0,2,Female
56.0,84028.0,Marketing,,4,Female
34.0,120022.0,Sales,9.0,1,Female
56.0,143892.0,Sales,24.0,4,Female
39.0,121632.0,Engineering,,3,Female
43.0,136651.0,Sales,14.0,1,Male
61.0,101128.0,Marketing,14.0,1,Male
42.0,48108.0,Sales,8.0,1,Male
,82495.0,Marketing,23.0,2,Male
30.0,,HR,,1,Female
37.0,123185.0,HR,,4,Female
42.0,106533.0,Marketing,28.0,2,Male
21.0,129025.0,Engineering,14.0,1,Male
27.0,86830.0,Sales,9.0,4,Female
20.0,104640.0,Engineering,7.0,4,Male
58.0,82509.0,Sales,27.0,5,Male
62.0,,HR,26.0,4,Female
35.0,124220.0,HR,26.0,3,Female
64.0,,HR,8.0,1,Female
53.0,79649.0,Sales,14.0,1,Male
64.0,64524.0,HR,22.0,1,Female
39.0,,HR,,4,Female
,63885.0,HR,14.0,4,Male
64.0,74369.0,HR,11.0,1,Female
25.0,131132.0,Engineering,14.0,2,Male
57.0,125402.0,HR,21.0,2,Male
,60676.0,HR,8.0,3,Male
61.0,94093.0,Engineering,,5,Male
36.0,77764.0,Engineering,28.0,3,Female
59.0,80799.0,Sales,29.0,1,Male
58.0,109414.0,Marketing,,1,Female
,135296.0,HR,23.0,1,Female
23.0,,HR,18.0,5,Female
69.0,142082.0,HR,3.0,4,Female
43.0,,Sales,13.0,5,Female
51.0,,HR,12.0,3,Male
62.0,125432.0,Marketing,,4,Female
,61923.0,Engineering,,4,Male
54.0,147449.0,Sales,5.0,3,Male
50.0,,Engineering,7.0,4,Male
39.0,,HR,11.0,2,Female
38.0,,HR,26.0,3,Female
,77574.0,HR,27.0,3,Female
23.0,73391.0,Marketing,11.0,2,Female
65.0,83664.0,Marketing,27.0,5,Male
21.0,,Sales,15.0,5,Female
47.0,61027.0,Engineering,10.0,5,Female
28.0,65464.0,HR,15.0,4,Male
47.0,64485.0,HR,13.0,2,Male
48.0,49456.0,HR,,3,Male
41.0,104795.0,HR,17.0,3,Male
26.0,,Marketing,13.0,3,Male
20.0,76922.0,Engineering,10.0,4,Male
68.0,43409.0,Engineering,25.0,4,Male
48.0,99327.0,Sales,1.0,5,Female
,121400.0,Marketing,1.0,4,Female
54.0,,HR,15.0,5,Male
53.0,130110.0,Engineering,16.0,5,Male
41.0,93627.0,Engineering,12.0,3,Female
48.0,113424.0,Marketing,26.0,4,Male
23.0,49692.0,Sales,24.0,5,Male
19.0,119037.0,Sales,6.0,2,Male
37.0,108840.0,HR,6.0,2,Male
45.0,84200.0,Sales,12.0,4,Male
28.0,123063.0,Engineering,25.0,3,Female
,87415.0,Sales,15.0,3,Male
32.0,48074.0,HR,,5,Male
,45549.0,Engineering,24.0,4,Male
66.0,59963.0,Sales,,2,Female
47.0,121456.0,Sales,2.0,5,Female
55.0,126362.0,Marketing,27.0,5,Male
68.0,,HR,24.0,1,Male
,82265.0,Sales,12.0,4,Male
32.0,46061.0,Marketing,,5,Male
28.0,88226.0,Engineering,20.0,2,Female
25.0,58810.0,Marketing,9.0,1,Female
43.0,90006.0,Marketing,9.0,2,Male
68.0,143502.0,Sales,8.0,3,Male
,52800.0,Sales,14.0,1,Female
61.0,146192.0,Sales,1.0,1,Female
22.0,138959.0,Marketing,23.0,5,Male
23.0,137228.0,Engineering,21.0,3,Male
,105476.0,HR,23.0,5,Male
,,Marketing,12.0,4,Female
,87767.0,Sales,25.0,2,Female
37.0,58054.0,HR,2.0,2,Female
,105319.0,Engineering,13.0,5,Female
,132789.0,HR,27.0,2,Male
,75397.0,Sales,4.0,2,Female
29.0,43233.0,Marketing,20.0,4,Female
,141205.0,Marketing,,3,Female
18.0,120020.0,Sales,19.0,1,Male
43.0,55068.0,Marketing,16.0,5,Female
31.0,95727.0,Sales,27.0,5,Female
55.0,120610.0,Marketing,,4,Female
54.0,100453.0,Marketing,,4,Male
28.0,,Marketing,8.0,1,Female
53.0,55832.0,Engineering,12.0,3,Male
,138464.0,Engineering,9.0,5,Male
60.0,116242.0,Sales,,4,Female
20.0,43682.0,Engineering,26.0,5,Male
50.0,122298.0,Sales,18.0,2,Female
23.0,53383.0,HR,2.0,5,Male
67.0,88160.0,HR,23.0,3,Male
27.0,123332.0,Engineering,8.0,3,Female
22.0,53666.0,HR,24.0,5,Female
,88817.0,HR,14.0,2,Male
27.0,121198.0,Marketing,6.0,3,Male
61.0,140695.0,Marketing,10.0,4,Male
19.0,64642.0,Sales,,5,Male
30.0,71830.0,HR,17.0,2,Female
57.0,133067.0,Sales,25.0,4,Male
19.0,40234.0,Sales,,5,Male
37.0,,HR,12.0,2,Female
,39221.0,Engineering,,4,Male
54.0,,HR,13.0,3,Female
,110055.0,Marketing,19.0,5,Female
34.0,,HR,12.0,5,Female
26.0,,Engineering,16.0,3,Male
28.0,140529.0,Sales,25.0,1,Female
32.0,105301.0,Sales,27.0,4,Female
41.0,106918.0,Marketing,5.0,3,Female
55.0,108116.0,Marketing,25.0,5,Male
,86563.0,Marketing,16.0,4,Male
47.0,,Sales,25.0,4,Male
48.0,74757.0,Marketing,6.0,1,Male
,107475.0,HR,,5,Female
22.0,81257.0,Sales,17.0,2,Female
,,Engineering,,1,Female
67.0,30307.0,Sales,23.0,1,Male
31.0,86889.0,HR,14.0,2,Female
28.0,98895.0,HR,6.0,2,Male
,125184.0,Marketing,25.0,1,Male
51.0,65944.0,Sales,,4,Male
29.0,,Sales,28.0,3,Female
52.0,68134.0,Sales,11.0,3,Female
52.0,57323.0,Engineering,12.0,1,Male
,146205.0,Marketing,13.0,4,Female
57.0,101762.0,HR,,2,Male
39.0,117225.0,HR,7.0,1,Female
46.0,126507.0,Marketing,2.0,5,Male
25.0,55954.0,HR,6.0,4,Male
28.0,85021.0,HR,6.0,5,Male
,119959.0,Marketing,18.0,5,Female
,125927.0,HR,20.0,1,Female
31.0,109866.0,Sales,,4,Female
,100427.0,Engineering,8.0,5,Female
52.0,34992.0,Marketing,29.0,4,Female
38.0,31961.0,Engineering,8.0,3,Male
54.0,42497.0,HR,8.0,5,Female
22.0,147551.0,HR,1.0,5,Male
36.0,,Sales,2.0,4,Female
31.0,106384.0,Marketing,12.0,3,Female
43.0,,HR,15.0,5,Female
21.0,43255.0,Marketing,,1,Male
42.0,,Marketing,28.0,4,Female
62.0,78847.0,Marketing,25.0,4,Male
59.0,134817.0,Marketing,3.0,5,Female
42.0,78003.0,Marketing,14.0,3,Male
35.0,50389.0,Engineering,22.0,5,Male
57.0,74523.0,Sales,,2,Male
25.0,91576.0,Marketing,8.0,5,Male
,,Engineering,13.0,2,Female
,112103.0,HR,23.0,1,Female
31.0,,Marketing,19.0,4,Male
49.0,118535.0,HR,22.0,4,Female
68.0,137894.0,Marketing,5.0,3,Male
55.0,106524.0,Engineering,13.0,5,Female
50.0,,Engineering,,1,Female
40.0,,Engineering,,2,Female
32.0,35698.0,Sales,20.0,3,Male
,96809.0,HR,1.0,1,Female
,123079.0,Sales,16.0,1,Male
34.0,85805.0,Marketing,29.0,2,Female
50.0,,HR,23.0,2,Male
64.0,106777.0,Engineering,24.0,4,Female
19.0,,HR,2.0,5,Male
31.0,105033.0,Engineering,7.0,3,Male
57.0,137411.0,Sales,6.0,5,Male
57.0,128239.0,Sales,5.0,3,Female
68.0,74041.0,Engineering,29.0,1,Male
56.0,,Engineering,4.0,2,Female
68.0,,Marketing,2.0,2,Male
,99783.0,Sales,10.0,1,Male
23.0,137524.0,Sales,22.0,1,Male
,117234.0,Marketing,5.0,3,Female
24.0,49738.0,Sales,18.0,1,Female
68.0,40703.0,Engineering,10.0,3,Female
25.0,143776.0,HR,,5,Female
,79422.0,HR,22.0,2,Female
69.0,113106.0,Sales,28.0,2,Female
32.0,,Marketing,15.0,2,Female
64.0,42392.0,Engineering,27.0,5,Male
46.0,74724.0,HR,9.0,5,Male
,62299.0,Engineering,,4,Female
69.0,45641.0,Sales,26.0,3,Female
47.0,109534.0,Sales,21.0,3,Female
,36305.0,HR,25.0,4,Female
44.0,128262.0,Sales,25.0,2,Female
53.0,48782.0,Marketing,,3,Male
46.0,108257.0,Sales,,3,Female
55.0,135299.0,Sales,21.0,2,Female
50.0,107963.0,Sales,9.0,1,Female
54.0,,Engineering,23.0,1,Male
,,Engineering,16.0,4,Male
50.0,97766.0,HR,6.0,5,Male
21.0,36511.0,HR,22.0,3,Male
39.0,144816.0,HR,,3,Female
19.0,137765.0,Sales,23.0,4,Male
27.0,148360.0,Engineering,17.0,4,Male
22.0,56177.0,Marketing,4.0,3,Male
27.0,,Sales,29.0,2,Male
50.0,50354.0,Sales,15.0,2,Male
55.0,53929.0,Sales,1.0,5,Female
30.0,,Marketing,22.0,3,Male
48.0,141576.0,HR,29.0,3,Male
64.0,59523.0,Marketing,20.0,3,Male
53.0,101088.0,HR,,3,Female
,96163.0,Marketing,9.0,4,Female
,107525.0,Engineering,12.0,1,Female
,43780.0,Sales,4.0,3,Female
,36589.0,Sales,28.0,1,Female
46.0,64812.0,Sales,,2,Female
25.0,123664.0,HR,13.0,5,Female
22.0,75939.0,Marketing,7.0,2,Female
,81493.0,Engineering,8.0,3,Male
64.0,134188.0,Marketing,,2,Male
21.0,123326.0,Sales,13.0,4,Female
,70953.0,Engineering,,1,Male
62.0,95785.0,Engineering,9.0,3,Female
19.0,49309.0,Sales,25.0,4,Male
44.0,84195.0,Marketing,24.0,1,Male
48.0,145662.0,Sales,16.0,4,Female
68.0,55901.0,Marketing,,2,Male
68.0,,Engineering,11.0,3,Female
53.0,61508.0,Engineering,12.0,2,Female
53.0,,Sales,28.0,5,Male
43.0,,Engineering,14.0,3,Female
60.0,90281.0,HR,19.0,2,Male
,46260.0,Engineering,,3,Male
,65440.0,HR,,1,Female
,125082.0,Engineering,,3,Female
28.0,135583.0,Sales,17.0,3,Female
,86683.0,Sales,3.0,1,Female
57.0,71430.0,HR,,2,Female
55.0,,Sales,,3,Male
23.0,144778.0,Engineering,,4,Female
25.0,,Engineering,29.0,3,Male
40.0,108484.0,Sales,,2,Female
64.0,148747.0,Engineering,23.0,1,Male
43.0,43026.0,Marketing,28.0,2,Male
63.0,98309.0,Marketing,16.0,5,Male
60.0,75927.0,Engineering,12.0,3,Male
,,Sales,,3,Male
43.0,87535.0,HR,21.0,1,Female
30.0,72946.0,Sales,,3,Male
57.0,86561.0,HR,17.0,4,Female
35.0,40377.0,Sales,8.0,4,Male
42.0,83592.0,Engineering,,2,Female
50.0,37347.0,Marketing,20.0,1,Male
64.0,63776.0,Sales,26.0,5,Male
57.0,,HR,5.0,2,Female
60.0,85798.0,Marketing,18.0,1,Female
,34298.0,HR,15.0,1,Male
61.0,100204.0,Engineering,12.0,2,Male
53.0,116207.0,Marketing,,2,Female
,130356.0,HR,17.0,3,Male
,85161.0,Sales,25.0,5,Male
,90652.0,Engineering,,4,Female
54.0,64484.0,Engineering,2.0,3,Male
25.0,128614.0,Engineering,,1,Male
,142695.0,Sales,17.0,5,Female
66.0,,Sales,,5,Male
45.0,,Marketing,17.0,2,Female
48.0,141461.0,Sales,25.0,5,Female
26.0,50316.0,Marketing,20.0,5,Male
68.0,106996.0,Engineering,9.0,1,Male
46.0,46968.0,Marketing,27.0,3,Female
31.0,60266.0,HR,5.0,5,Female
57.0,125745.0,Engineering,23.0,2,Male
58.0,,Engineering,,3,Female
39.0,44011.0,Marketing,6.0,2,Male
28.0,,Engineering,24.0,5,Female
40.0,,Sales,,3,Female
18.0,35898.0,HR,17.0,5,Female
,48395.0,Marketing,,1,Male
54.0,69019.0,Marketing,19.0,3,Female
38.0,133243.0,Engineering,1.0,2,Female
43.0,34006.0,Sales,1.0,1,Female
63.0,64393.0,Engineering,13.0,4,Female
,40956.0,Engineering,,2,Male
40.0,80042.0,Marketing,,5,Female
18.0,,Engineering,6.0,2,Male
68.0,36078.0,HR,27.0,4,Female
57.0,59631.0,Engineering,6.0,2,Female
32.0,125676.0,Engineering,1.0,1,Male
38.0,92901.0,Marketing,14.0,2,Male
64.0,137227.0,Engineering,,3,Female
26.0,99497.0,Sales,23.0,4,Female
,,Marketing,10.0,2,Female
27.0,147192.0,Engineering,19.0,4,Male
69.0,71574.0,HR,19.0,1,Female
43.0,148494.0,HR,19.0,3,Male
58.0,61417.0,Marketing,28.0,5,Female
52.0,118020.0,Marketing,23.0,2,Male
69.0,113639.0,Engineering,,1,Male
42.0,95006.0,Sales,,4,Male
43.0,124881.0,Engineering,19.0,4,Female
28.0,,HR,10.0,1,Female
55.0,69454.0,Sales,27.0,2,Male
19.0,31587.0,Sales,25.0,5,Male
24.0,138107.0,Sales,2.0,2,Male
35.0,145584.0,Engineering,4.0,3,Female
44.0,84710.0,HR,24.0,2,Female
,116567.0,Marketing,6.0,3,Female
44.0,,Engineering,7.0,4,Male
34.0,,Marketing,16.0,3,Female
60.0,48816.0,Sales,29.0,5,Female
61.0,115824.0,Sales,7.0,1,Female
68.0,59432.0,Engineering,18.0,3,Male
41.0,,HR,20.0,2,Female
,78617.0,Sales,26.0,3,Female
24.0,102373.0,Marketing,26.0,4,Female
,64217.0,Marketing,22.0,3,Female
,50884.0,Engineering,19.0,5,Female
41.0,35454.0,Marketing,9.0,3,Male
50.0,104960.0,HR,29.0,5,Male
66.0,132421.0,Sales,20.0,2,Male
46.0,,Marketing,10.0,4,Male
60.0,73618.0,Marketing,13.0,1,Female
39.0,113948.0,Sales,18.0,2,Female
43.0,92671.0,Engineering,16.0,2,Male
45.0,77111.0,Marketing,,1,Male
67.0,,Engineering,17.0,3,Male
,115678.0,Engineering,22.0,3,Female
66.0,132928.0,Marketing,13.0,3,Female
,89993.0,HR,12.0,4,Female
,38848.0,Engineering,10.0,2,Male
37.0,144853.0,Marketing,1.0,5,Male
58.0,108672.0,Engineering,8.0,1,Male
66.0,149279.0,Sales,21.0,2,Female
37.0,96125.0,HR,22.0,3,Female
39.0,116444.0,HR,18.0,1,Male
45.0,147509.0,Sales,2.0,5,Male
57.0,91602.0,Sales,16.0,2,Female
,102045.0,Engineering,,2,Female
24.0,135997.0,Sales,,4,Male
18.0,,HR,,2,Male
49.0,79223.0,Sales,22.0,2,Female
30.0,140012.0,Marketing,,5,Male
,141246.0,Marketing,21.0,5,Male
40.0,95333.0,Engineering,28.0,1,Female
68.0,82732.0,HR,4.0,3,Male
36.0,,Marketing,26.0,5,Female
49.0,105504.0,Sales,2.0,1,Male
47.0,32462.0,Marketing,8.0,2,Female
46.0,39460.0,Marketing,10.0,1,Male
66.0,129319.0,Engineering,16.0,1,Male
,39275.0,Sales,23.0,1,Male
46.0,124213.0,Sales,11.0,1,Female
47.0,43269.0,Sales,18.0,5,Male
33.0,95942.0,Engineering,,3,Male
57.0,102920.0,Sales,14.0,1,Female
36.0,52553.0,Sales,8.0,4,Male
35.0,54366.0,Marketing,23.0,2,Female
